order_id,order_volume,warehouse_processing_time,shipment_distance,traffic_conditions,weather_indicator,delivery_partner_rating,historical_delivery_performance,day_of_week,is_peak_season,priority,delivery_status
ORD007886,35,3.17,275.06,High,5.84,4.2,0.69,Thu,0,Standard,At Risk
ORD007887,5,3.44,1660.84,Low,5.2,4.6,0.13,Sun,0,Prime,At Risk
ORD007888,34,6.53,546.08,High,1.35,4.95,0.54,Mon,1,Prime,Delayed
ORD007889,46,7.15,947.83,Low,4.72,2.61,0.13,Mon,0,Prime,At Risk
ORD007890,34,2.37,1294.93,Medium,5.38,3.69,0.67,Fri,1,Standard,Delayed
ORD007891,13,6.77,1807.57,Low,6.25,3.23,0.73,Mon,0,Standard,Delayed
ORD007892,39,3.94,1822.43,Medium,4.56,3.69,0.56,Tue,1,Standard,Delayed
ORD007893,42,2.55,188.74,Low,1.47,4.79,0.97,Fri,1,Standard,On-Time
ORD007894,45,7.89,732.29,Medium,1.5,4.96,0.94,Wed,1,Standard,Delayed
ORD007895,48,6.69,1587.38,Medium,7.21,4.76,0.21,Mon,0,Standard,Delayed
ORD007896,14,7.96,1407.8,High,6.61,2.99,0.0,Tue,0,Prime,Delayed
ORD007897,11,1.76,57.57,Low,2.59,4.51,0.66,Tue,0,Standard,On-Time
ORD007898,42,1.58,902.53,Low,4.46,4.54,0.48,Sun,0,Express,At Risk
ORD007899,38,4.28,1659.36,Low,3.07,3.95,0.33,Sun,0,Express,On-Time
ORD007900,4,5.29,1476.68,Medium,1.81,4.29,0.92,Sun,1,Prime,At Risk
ORD007901,33,1.78,826.64,Low,3.26,4.76,0.98,Wed,1,Standard,On-Time
ORD007902,7,6.95,1471.65,Low,2.63,4.99,0.93,Fri,1,Standard,Delayed
ORD007903,41,4.49,1104.67,Medium,0.82,2.6,0.5,Fri,0,Standard,Delayed
ORD007904,8,3.58,1825.69,Low,5.04,3.14,0.7,Fri,0,Standard,Delayed
ORD007905,37,5.02,1176.32,Medium,4.51,4.84,0.17,Wed,1,Prime,Delayed
ORD007906,10,5.26,804.46,Low,7.15,3.32,0.95,Wed,0,Express,At Risk
ORD007907,43,0.82,1726.53,Medium,6.2,2.77,0.28,Wed,0,Express,Delayed
ORD007908,15,8.0,104.49,High,3.43,3.28,0.19,Fri,0,Standard,Delayed
ORD007909,38,3.23,1801.52,Low,4.96,3.8,0.06,Mon,0,Standard,At Risk
ORD007910,15,0.96,1394.21,Low,5.36,3.47,0.55,Wed,1,Standard,Delayed
ORD007911,5,6.89,1881.51,High,9.18,4.47,0.95,Wed,0,Express,Delayed
ORD007912,29,7.95,504.76,Medium,9.82,4.03,0.14,Fri,0,Express,At Risk
ORD007913,19,6.62,1391.37,Medium,8.16,3.59,0.12,Wed,0,Express,Delayed
ORD007914,10,6.89,1619.88,Medium,5.62,4.99,0.27,Mon,1,Standard,Delayed
ORD007915,12,5.19,1405.69,Low,9.28,4.71,0.67,Fri,0,Standard,At Risk
ORD007916,4,7.42,424.62,High,1.78,4.66,0.55,Wed,0,Standard,Delayed
ORD007917,31,0.77,554.8,Medium,6.96,3.92,0.1,Wed,0,Prime,On-Time
ORD007918,18,6.25,1135.65,Medium,4.6,4.45,0.44,Sun,1,Express,Delayed
ORD007919,16,5.53,896.27,High,1.45,3.34,0.07,Thu,1,Prime,Delayed
ORD007920,40,0.87,1471.56,Medium,0.75,3.32,0.85,Thu,0,Standard,Delayed
ORD007921,36,4.58,760.46,Medium,4.81,4.73,0.11,Tue,0,Prime,On-Time
ORD007922,25,4.36,1719.66,High,2.39,3.99,0.47,Tue,0,Standard,Delayed
ORD007923,23,5.69,866.68,Low,2.51,3.36,0.51,Wed,1,Express,Delayed
ORD007924,12,1.08,84.88,Low,3.2,4.61,0.53,Thu,0,Express,On-Time
ORD007925,34,6.54,39.64,Low,7.18,3.61,0.61,Tue,1,Standard,At Risk
ORD007926,36,1.55,1295.25,High,1.64,3.5,0.7,Fri,1,Express,Delayed
ORD007927,37,3.64,1083.4,Medium,7.18,2.57,0.0,Thu,0,Standard,Delayed
ORD007928,3,7.11,1087.78,Medium,7.83,4.2,0.03,Mon,1,Express,Delayed
ORD007929,9,4.7,1581.07,Low,5.94,3.83,0.61,Mon,0,Express,At Risk
ORD007930,18,3.35,754.56,Low,2.48,3.28,0.18,Mon,1,Prime,At Risk
ORD007931,43,0.86,1990.92,Low,0.52,2.85,0.83,Mon,0,Express,Delayed
ORD007932,35,5.54,1891.33,High,4.08,2.96,0.63,Thu,0,Express,Delayed
ORD007933,34,7.9,30.86,Medium,8.47,3.06,0.98,Fri,0,Express,At Risk
ORD007934,41,7.34,1792.01,High,1.02,4.66,0.73,Mon,0,Standard,Delayed
ORD007935,14,5.88,1362.7,Medium,7.45,3.7,0.09,Fri,0,Standard,Delayed
ORD007936,4,1.29,1006.67,Medium,4.68,4.24,0.17,Tue,0,Standard,At Risk
ORD007937,29,2.3,1167.58,Medium,8.99,3.65,0.05,Tue,1,Standard,At Risk
ORD007938,41,1.9,1684.51,High,3.56,3.68,0.74,Wed,0,Standard,At Risk
ORD007939,45,3.17,1902.32,High,7.05,4.56,0.13,Thu,1,Express,Delayed
ORD007940,15,2.27,1122.87,High,7.4,4.43,0.66,Mon,0,Prime,At Risk
ORD007941,28,2.33,366.68,Medium,1.99,3.08,0.56,Fri,0,Express,At Risk
ORD007942,42,5.13,1281.31,Low,1.58,4.06,0.63,Fri,0,Express,Delayed
ORD007943,16,2.89,157.06,Medium,0.93,4.2,0.51,Sat,0,Standard,At Risk
ORD007944,12,5.58,1272.1,Low,7.02,3.51,0.01,Thu,0,Express,At Risk
ORD007945,5,7.61,1618.18,Low,5.48,2.67,0.25,Sun,0,Standard,Delayed
ORD007946,34,5.29,709.9,Low,0.87,3.43,0.88,Tue,0,Standard,Delayed
ORD007947,42,6.14,147.01,Medium,3.08,3.4,0.93,Thu,0,Prime,Delayed
ORD007948,1,6.14,1385.99,Medium,1.42,4.23,0.1,Fri,0,Prime,Delayed
ORD007949,39,2.98,681.96,Medium,0.93,4.52,0.95,Thu,0,Standard,At Risk
ORD007950,32,0.61,501.95,Medium,2.99,3.49,0.67,Sat,0,Standard,Delayed
ORD007951,26,0.91,1379.92,Low,0.96,4.11,0.92,Tue,0,Standard,At Risk
ORD007952,17,2.62,1939.33,Medium,2.6,4.11,0.4,Tue,1,Express,Delayed
ORD007953,48,5.67,1491.92,Medium,5.53,4.12,0.1,Sat,0,Standard,Delayed
ORD007954,27,7.3,985.24,Low,5.61,3.89,0.3,Mon,0,Standard,At Risk
ORD007955,24,7.69,1203.02,Medium,1.68,4.07,0.69,Mon,0,Express,Delayed
ORD007956,35,0.69,288.85,Medium,1.91,4.67,0.8,Sat,0,Express,At Risk
ORD007957,46,7.93,1627.36,Medium,8.55,4.8,0.05,Mon,0,Standard,Delayed
ORD007958,42,2.92,1210.57,Medium,1.67,2.73,0.49,Tue,1,Standard,Delayed
ORD007959,39,6.82,1931.83,Medium,0.46,2.53,0.06,Sun,0,Express,Delayed
ORD007960,26,1.85,1959.07,Low,2.45,3.8,0.86,Sun,0,Standard,At Risk
ORD007961,49,0.97,712.4,Medium,5.76,3.53,0.48,Fri,0,Standard,At Risk
ORD007962,38,3.34,1977.15,Medium,0.07,3.63,0.91,Mon,0,Standard,At Risk
ORD007963,23,6.94,1913.88,Low,9.85,3.65,0.08,Thu,0,Standard,At Risk
ORD007964,22,2.16,1281.46,Medium,2.3,4.74,0.33,Fri,1,Prime,Delayed
ORD007965,4,1.65,670.26,Medium,2.38,4.09,0.68,Sat,0,Express,At Risk
ORD007966,49,7.32,1507.91,Low,7.39,3.61,0.29,Sun,0,Standard,Delayed
ORD007967,9,7.54,546.12,Medium,2.48,3.64,0.84,Wed,1,Standard,Delayed
ORD007968,4,0.59,1261.54,Medium,3.96,4.61,0.99,Mon,1,Express,At Risk
ORD007969,7,5.96,54.04,Low,5.44,3.04,0.28,Wed,0,Express,At Risk
ORD007970,23,2.82,1259.02,Medium,0.22,2.54,0.36,Mon,0,Standard,Delayed
ORD007971,2,3.31,1903.46,Medium,8.37,3.7,0.97,Fri,1,Standard,At Risk
ORD007972,49,4.02,474.11,Low,5.12,4.9,0.36,Wed,0,Express,On-Time
ORD007973,24,3.7,1557.47,High,3.13,4.54,0.56,Sun,1,Express,Delayed
ORD007974,40,4.36,590.38,High,4.0,3.52,0.77,Tue,0,Standard,At Risk
ORD007975,31,4.87,1417.16,High,0.56,2.94,0.44,Mon,0,Express,Delayed
ORD007976,47,3.99,1401.44,Medium,7.18,3.93,0.37,Sat,1,Standard,Delayed
ORD007977,31,5.76,373.55,High,5.4,4.7,0.5,Sat,1,Standard,Delayed
ORD007978,47,5.89,1196.27,High,9.14,4.29,0.78,Thu,1,Express,Delayed
ORD007979,40,3.8,1719.04,High,4.64,3.85,0.31,Sun,0,Standard,Delayed
ORD007980,48,1.57,768.15,High,8.28,4.34,0.35,Sun,1,Standard,At Risk
ORD007981,43,5.3,1422.0,Medium,1.88,4.91,0.19,Wed,0,Prime,Delayed
ORD007982,34,6.3,1350.49,Low,0.57,3.88,0.7,Sat,0,Express,Delayed
ORD007983,24,5.29,518.74,Low,9.48,3.89,0.9,Thu,0,Standard,On-Time
ORD007984,49,4.91,1837.69,Medium,2.57,3.7,0.19,Wed,0,Express,Delayed
ORD007985,26,2.22,1129.21,High,8.34,3.92,0.03,Sun,0,Express,Delayed
ORD007986,16,5.34,713.81,Medium,2.57,4.09,0.38,Fri,0,Express,Delayed
ORD007987,47,3.01,332.89,Medium,1.56,3.01,0.41,Thu,0,Standard,At Risk
ORD007988,13,7.4,949.55,Medium,7.33,3.92,0.65,Sun,0,Standard,At Risk
ORD007989,15,5.4,1461.58,Low,7.78,2.53,0.09,Mon,0,Express,Delayed
ORD007990,27,2.59,1249.16,Low,8.44,4.84,0.82,Tue,1,Prime,On-Time
ORD007991,4,4.05,1455.47,Medium,8.65,2.59,0.57,Fri,0,Express,Delayed
ORD007992,16,6.85,1584.56,Medium,4.83,4.9,0.55,Wed,1,Prime,Delayed
ORD007993,30,3.02,884.8,High,4.0,4.92,0.32,Mon,1,Standard,At Risk
ORD007994,44,4.44,1042.73,Medium,7.51,3.82,0.37,Wed,0,Standard,At Risk
ORD007995,30,5.6,1972.91,High,5.69,3.33,0.06,Thu,1,Prime,Delayed
ORD007996,36,6.16,1936.26,Low,9.65,2.96,0.75,Thu,0,Prime,At Risk
ORD007997,3,1.8,832.56,Medium,3.76,2.91,0.6,Tue,0,Prime,At Risk
ORD007998,22,4.74,1371.93,Low,0.43,3.09,0.98,Thu,0,Standard,Delayed
ORD007999,49,7.34,538.84,Low,5.89,3.69,0.35,Fri,0,Prime,At Risk
ORD008000,22,7.76,309.63,High,3.53,4.36,0.67,Wed,0,Standard,At Risk
ORD008001,49,5.42,1537.96,High,3.43,3.5,0.92,Wed,0,Standard,Delayed
ORD008002,12,7.88,875.18,Low,5.65,4.45,0.71,Fri,0,Prime,On-Time
ORD008003,21,4.78,358.22,Low,9.22,3.91,0.04,Thu,0,Standard,On-Time
ORD008004,4,3.82,1518.9,Low,2.67,2.55,0.63,Thu,0,Standard,Delayed
ORD008005,31,4.64,1830.76,Low,3.8,2.83,0.55,Fri,1,Express,Delayed
ORD008006,44,1.37,1866.88,Medium,8.91,3.93,0.5,Tue,0,Express,At Risk
ORD008007,31,3.51,1194.69,Medium,8.95,2.9,0.55,Sun,1,Express,Delayed
ORD008008,23,3.94,961.88,Medium,2.35,4.02,0.46,Sun,1,Prime,At Risk
ORD008009,20,6.86,288.02,Low,7.06,3.61,0.69,Mon,0,Standard,On-Time
ORD008010,15,6.19,1586.62,Low,4.16,4.23,0.01,Mon,0,Express,Delayed
ORD008011,23,5.01,1890.92,Medium,9.36,3.23,0.19,Thu,0,Standard,Delayed
ORD008012,28,3.1,1779.47,Medium,7.32,4.55,0.37,Sat,0,Standard,At Risk
ORD008013,16,1.9,1504.81,High,4.94,3.47,0.45,Mon,0,Standard,Delayed
ORD008014,37,3.11,14.11,Low,8.17,4.49,0.13,Mon,0,Prime,On-Time
ORD008015,21,5.6,818.46,Medium,9.98,2.55,0.82,Sat,0,Prime,At Risk
ORD008016,15,2.47,824.37,Low,4.47,3.48,0.93,Mon,1,Standard,At Risk
ORD008017,17,3.7,1789.26,Low,3.74,3.05,0.75,Thu,1,Express,On-Time
ORD008018,37,3.4,135.97,Low,6.07,3.61,0.93,Sun,0,Standard,On-Time
ORD008019,13,6.24,1064.79,High,6.83,4.87,0.74,Wed,0,Standard,Delayed
ORD008020,19,7.13,276.59,High,7.04,2.9,0.44,Thu,1,Express,Delayed
ORD008021,30,5.75,1326.28,Low,4.74,2.72,0.39,Thu,0,Express,Delayed
ORD008022,45,3.06,1585.55,Medium,3.32,2.65,0.17,Sat,0,Prime,Delayed
ORD008023,18,3.75,1285.71,Medium,8.22,2.81,0.09,Tue,0,Express,Delayed
ORD008024,14,1.58,1590.2,Low,9.58,2.65,0.22,Tue,0,Prime,At Risk
ORD008025,36,1.76,1216.96,Medium,8.64,4.21,0.53,Thu,0,Prime,At Risk
ORD008026,36,1.73,383.73,Medium,6.82,2.79,0.13,Fri,0,Standard,At Risk
ORD008027,20,1.48,768.41,Medium,3.6,2.99,0.95,Fri,1,Prime,At Risk
ORD008028,19,1.85,1913.95,High,6.22,4.11,0.22,Sun,1,Standard,Delayed
ORD008029,45,2.02,579.91,Medium,1.01,3.62,0.83,Tue,1,Standard,At Risk
ORD008030,44,1.34,130.41,Low,5.34,2.64,0.82,Sat,0,Express,At Risk
ORD008031,7,5.3,772.74,Medium,7.81,4.93,0.14,Tue,0,Standard,At Risk
ORD008032,44,7.93,735.78,Low,2.51,4.0,0.71,Wed,1,Express,At Risk
ORD008033,4,7.09,943.27,Medium,5.02,4.03,0.82,Tue,0,Standard,At Risk
ORD008034,34,0.84,1122.81,Medium,0.73,4.63,0.88,Sun,0,Standard,Delayed
ORD008035,2,3.67,1984.88,High,8.38,4.77,0.95,Sat,0,Prime,At Risk
ORD008036,5,6.94,1513.69,High,3.5,2.64,0.93,Sun,0,Express,Delayed
ORD008037,10,1.51,76.6,High,5.82,2.67,0.31,Sun,0,Standard,Delayed
ORD008038,32,6.86,1426.86,Medium,3.79,4.44,0.27,Mon,1,Standard,Delayed
ORD008039,42,4.95,1649.34,Medium,5.98,4.24,0.4,Thu,0,Express,At Risk
ORD008040,41,7.48,1791.78,Medium,7.44,3.04,0.47,Sun,0,Express,At Risk
ORD008041,13,7.07,850.89,Low,3.27,3.3,0.23,Thu,0,Standard,Delayed
ORD008042,39,5.58,630.68,Medium,5.19,4.03,0.09,Sat,0,Standard,Delayed
ORD008043,5,5.43,1679.45,Low,7.95,4.47,0.66,Thu,0,Express,At Risk
ORD008044,10,2.1,1556.34,Medium,6.88,4.01,0.17,Sat,1,Standard,Delayed
ORD008045,10,1.38,1074.4,High,0.57,4.48,0.91,Wed,1,Express,Delayed
ORD008046,38,3.62,240.18,Low,5.69,3.07,0.29,Wed,1,Express,At Risk
ORD008047,27,1.9,1305.26,Medium,3.76,3.33,0.2,Mon,0,Standard,Delayed
ORD008048,21,1.27,136.01,Medium,7.09,2.75,0.19,Sun,0,Standard,At Risk
ORD008049,8,2.77,205.23,High,0.17,4.96,0.29,Thu,0,Standard,At Risk
ORD008050,1,6.95,665.62,Medium,3.31,4.52,0.61,Mon,1,Standard,Delayed
ORD008051,28,0.63,745.5,High,0.86,4.29,0.98,Tue,1,Standard,At Risk
ORD008052,49,2.69,926.64,Low,9.2,2.99,0.49,Thu,0,Standard,At Risk
ORD008053,39,3.68,681.59,High,8.76,4.25,0.6,Mon,0,Standard,At Risk
ORD008054,14,4.33,72.41,Medium,9.68,4.66,0.84,Wed,0,Standard,On-Time
ORD008055,21,1.86,319.04,Medium,6.43,4.53,0.33,Sat,0,Prime,On-Time
ORD008056,30,7.73,234.65,Low,8.07,4.39,0.18,Wed,0,Express,On-Time
ORD008057,21,4.84,865.21,Medium,6.12,3.47,0.43,Wed,1,Standard,At Risk
ORD008058,49,4.42,428.2,High,4.92,4.42,0.32,Sat,0,Standard,At Risk
ORD008059,9,0.57,590.62,Medium,8.34,3.71,0.87,Mon,1,Express,On-Time
ORD008060,17,4.14,945.78,Medium,7.76,3.51,0.98,Mon,0,Standard,On-Time
ORD008061,5,6.78,474.95,Medium,7.33,4.91,0.69,Mon,0,Standard,At Risk
ORD008062,31,2.15,495.63,Medium,8.94,2.87,0.65,Fri,0,Express,At Risk
ORD008063,40,3.13,1667.12,Medium,9.29,4.66,0.71,Thu,1,Standard,At Risk
ORD008064,38,0.65,1098.43,Medium,4.45,3.31,0.47,Fri,0,Standard,Delayed
ORD008065,43,7.83,1714.24,High,2.83,3.79,0.63,Fri,1,Prime,Delayed
ORD008066,19,1.0,1031.48,High,5.12,3.41,0.07,Sat,1,Express,Delayed
ORD008067,36,7.24,1818.98,High,0.93,3.76,0.49,Sun,1,Express,Delayed
ORD008068,33,2.85,513.21,Medium,9.38,4.55,0.33,Tue,0,Standard,On-Time
ORD008069,13,4.91,1235.26,Medium,9.84,2.96,0.05,Sun,0,Express,Delayed
ORD008070,14,5.59,1008.95,Medium,6.53,4.39,0.54,Tue,0,Prime,At Risk
ORD008071,33,1.56,1837.79,Medium,7.46,3.61,0.36,Sun,0,Prime,At Risk
ORD008072,29,3.83,839.87,Low,3.24,4.84,0.59,Wed,0,Standard,On-Time
ORD008073,43,2.94,1710.37,High,8.66,3.87,0.51,Sat,0,Express,Delayed
ORD008074,49,0.92,1129.99,Low,9.0,2.6,0.28,Fri,0,Prime,At Risk
ORD008075,36,6.75,1418.54,Medium,0.77,4.78,0.54,Sun,0,Standard,Delayed
ORD008076,44,0.84,1774.35,High,1.31,4.81,0.38,Tue,0,Express,Delayed
ORD008077,10,5.4,1993.83,High,2.61,2.95,0.92,Sun,0,Prime,Delayed
ORD008078,31,2.86,1463.62,Medium,7.04,4.93,0.38,Fri,0,Prime,At Risk
ORD008079,6,1.94,632.47,Low,1.83,3.61,0.04,Sun,1,Standard,At Risk
ORD008080,1,5.5,601.53,Medium,2.2,4.79,0.76,Thu,1,Express,On-Time
ORD008081,7,4.81,621.66,Low,3.82,3.41,0.96,Fri,0,Standard,At Risk
ORD008082,27,2.86,200.33,High,6.12,2.56,0.17,Wed,0,Express,At Risk
ORD008083,21,4.35,111.93,Low,9.76,4.49,0.97,Mon,0,Prime,On-Time
ORD008084,28,2.35,1163.78,High,7.84,4.71,0.62,Wed,0,Standard,At Risk
ORD008085,16,6.98,1622.12,High,5.58,2.91,0.85,Fri,0,Standard,Delayed
ORD008086,46,2.85,77.09,High,0.49,3.88,0.47,Sun,0,Express,At Risk
ORD008087,23,2.34,1135.44,Low,5.17,4.58,0.62,Sat,0,Standard,At Risk
ORD008088,20,6.14,746.66,Low,2.04,3.65,0.84,Sun,1,Standard,Delayed
ORD008089,38,0.63,1785.51,Medium,3.0,4.47,0.98,Fri,0,Prime,At Risk
ORD008090,25,2.51,295.05,High,2.51,4.1,0.18,Mon,1,Prime,At Risk
ORD008091,28,3.32,1129.05,High,3.47,4.3,0.9,Wed,1,Express,Delayed
ORD008092,5,7.12,1941.99,Low,0.62,4.8,0.67,Wed,0,Prime,Delayed
ORD008093,21,7.63,693.34,Medium,5.77,3.54,0.95,Sun,0,Standard,At Risk
ORD008094,18,5.87,1484.84,Medium,0.46,4.43,0.32,Fri,0,Prime,Delayed
ORD008095,47,4.19,1765.49,Medium,6.61,4.28,0.24,Thu,1,Prime,At Risk
ORD008096,6,5.3,376.49,Medium,7.31,3.6,0.37,Sat,1,Standard,At Risk
ORD008097,29,3.61,1985.09,Medium,4.86,3.45,0.88,Sat,1,Express,Delayed
ORD008098,19,2.74,1619.73,Low,7.81,4.7,0.46,Tue,0,Standard,At Risk
ORD008099,33,7.63,279.44,Low,9.67,3.01,0.95,Fri,0,Standard,At Risk
ORD008100,1,1.37,625.21,Medium,3.4,3.3,0.24,Fri,0,Prime,At Risk
ORD008101,45,3.1,1251.82,Medium,6.19,4.94,0.22,Sat,0,Prime,At Risk
ORD008102,3,7.24,1770.41,Medium,3.24,3.19,0.68,Tue,0,Standard,Delayed
ORD008103,42,5.92,393.7,Low,4.43,4.68,0.29,Mon,1,Express,At Risk
ORD008104,21,0.72,1463.76,High,0.21,3.43,0.13,Fri,0,Prime,Delayed
ORD008105,35,0.67,544.94,High,0.74,3.88,0.38,Thu,0,Standard,At Risk
ORD008106,41,4.37,1611.81,High,7.98,3.5,0.27,Mon,0,Express,At Risk
ORD008107,40,4.13,1368.47,Low,1.4,3.05,0.41,Mon,0,Standard,Delayed
ORD008108,3,3.82,1048.2,Low,6.99,4.23,0.19,Mon,1,Standard,At Risk
ORD008109,25,2.77,1301.48,High,7.09,4.92,0.96,Fri,1,Express,At Risk
ORD008110,45,7.9,1753.51,Low,9.96,4.73,0.8,Sat,1,Standard,Delayed
ORD008111,38,2.54,775.92,Medium,6.96,4.96,0.84,Mon,1,Express,On-Time
ORD008112,45,4.18,1539.65,Low,1.29,4.23,0.3,Wed,0,Standard,At Risk
ORD008113,20,3.54,322.02,Medium,6.27,2.59,0.86,Fri,0,Standard,On-Time
ORD008114,44,1.78,1403.87,High,5.24,3.89,0.59,Fri,1,Standard,Delayed
ORD008115,45,2.02,1502.56,High,9.17,4.06,0.06,Tue,0,Standard,At Risk
ORD008116,34,7.39,888.78,High,6.9,2.8,0.15,Sat,1,Standard,Delayed
ORD008117,21,6.94,1588.28,High,5.18,4.57,0.45,Mon,0,Standard,Delayed
ORD008118,48,1.99,1116.42,Medium,6.24,4.33,0.39,Fri,0,Standard,At Risk
ORD008119,23,7.07,1872.87,Medium,4.43,3.62,0.8,Sun,1,Standard,Delayed
ORD008120,6,2.07,229.37,Low,5.08,3.23,0.87,Sat,0,Standard,At Risk
ORD008121,13,5.2,265.99,Medium,7.22,3.05,0.86,Thu,0,Standard,At Risk
ORD008122,49,1.11,1685.64,Low,0.78,4.91,0.38,Thu,1,Standard,Delayed
ORD008123,23,7.1,1685.51,High,6.15,4.51,0.64,Sat,0,Standard,Delayed
ORD008124,9,0.89,945.09,Medium,0.88,4.23,0.5,Fri,0,Standard,At Risk
ORD008125,17,4.66,1928.1,Medium,8.55,4.87,0.89,Fri,0,Standard,At Risk
ORD008126,2,6.35,1360.38,Medium,9.42,3.01,0.89,Thu,0,Express,Delayed
ORD008127,19,1.38,1965.79,Medium,7.8,4.64,0.05,Sun,0,Standard,At Risk
ORD008128,19,3.53,1067.13,Medium,7.18,3.96,0.57,Thu,0,Express,At Risk
ORD008129,7,0.81,407.22,High,9.44,4.83,0.5,Wed,1,Standard,At Risk
ORD008130,42,5.62,891.56,Medium,2.19,4.15,0.77,Thu,0,Standard,At Risk
ORD008131,42,2.81,1961.07,Medium,2.29,4.35,0.2,Sun,0,Standard,Delayed
ORD008132,20,4.7,743.98,Medium,4.81,3.06,0.69,Sun,1,Prime,Delayed
ORD008133,9,7.5,1914.25,High,0.07,3.36,0.74,Wed,0,Standard,Delayed
ORD008134,17,2.79,1595.06,Medium,9.65,3.26,0.03,Fri,1,Express,Delayed
ORD008135,27,0.86,887.0,High,0.32,4.24,0.43,Mon,0,Standard,At Risk
ORD008136,47,5.57,1086.03,High,5.96,3.53,0.98,Sat,1,Express,Delayed
ORD008137,2,6.4,1216.84,Low,3.54,4.65,0.3,Sat,0,Standard,Delayed
ORD008138,36,7.68,1333.2,High,1.03,3.03,0.88,Sat,1,Standard,Delayed
ORD008139,19,1.68,158.01,High,0.25,4.49,0.59,Mon,1,Express,At Risk
ORD008140,17,3.44,1867.51,Medium,2.62,4.53,0.3,Tue,0,Prime,At Risk
ORD008141,5,6.83,1196.01,Medium,1.07,4.07,0.84,Sat,0,Standard,Delayed
ORD008142,39,6.55,1862.64,High,9.4,2.87,0.99,Wed,0,Standard,Delayed
ORD008143,18,5.19,1265.64,Low,2.45,3.32,0.74,Thu,0,Prime,Delayed
ORD008144,7,2.52,864.88,High,0.94,3.49,0.06,Wed,0,Standard,Delayed
ORD008145,17,2.63,1136.02,Medium,7.7,3.66,0.05,Tue,1,Prime,At Risk
ORD008146,39,1.43,1659.86,High,4.14,4.34,0.49,Sun,0,Express,Delayed
ORD008147,36,7.41,655.62,Medium,8.44,3.35,0.01,Tue,0,Standard,Delayed
ORD008148,40,1.8,1913.14,Medium,8.38,2.55,0.68,Wed,0,Standard,Delayed
ORD008149,45,4.8,934.58,High,9.92,4.67,0.02,Thu,0,Express,At Risk
ORD008150,4,4.88,1912.69,Medium,8.04,3.58,0.97,Fri,0,Express,At Risk
ORD008151,38,3.27,1762.11,Medium,2.14,3.21,0.88,Fri,1,Prime,Delayed
ORD008152,25,3.14,1536.49,Medium,5.86,4.55,0.82,Fri,0,Standard,At Risk
ORD008153,5,5.51,937.54,Medium,5.26,4.7,0.81,Sat,0,Express,At Risk
ORD008154,30,3.41,1175.96,Medium,5.08,4.33,0.83,Tue,0,Standard,At Risk
ORD008155,12,2.41,1676.87,Low,2.97,3.39,0.43,Sat,1,Express,Delayed
ORD008156,4,3.49,1090.39,Medium,2.1,3.08,0.79,Wed,0,Standard,Delayed
ORD008157,24,6.56,1477.69,Low,7.17,4.28,0.37,Tue,1,Standard,Delayed
ORD008158,29,7.75,1582.36,Medium,1.02,2.64,0.85,Thu,1,Standard,Delayed
ORD008159,9,5.27,1028.63,Medium,0.5,3.48,0.62,Sat,1,Express,Delayed
ORD008160,4,6.37,1074.81,Medium,3.81,4.4,0.36,Mon,1,Standard,Delayed
ORD008161,24,4.5,399.68,Low,7.44,3.96,0.75,Tue,0,Standard,On-Time
ORD008162,14,5.19,493.25,Low,8.69,4.33,0.24,Thu,0,Standard,On-Time
ORD008163,5,7.91,1810.36,Medium,5.4,3.93,0.96,Sun,0,Express,Delayed
ORD008164,18,3.79,1681.46,Medium,8.4,3.1,0.66,Thu,1,Standard,Delayed
ORD008165,42,1.0,25.19,Medium,0.25,3.71,0.4,Thu,0,Prime,On-Time
ORD008166,19,7.68,1739.43,Low,4.55,4.43,0.55,Mon,1,Standard,Delayed
ORD008167,12,6.45,55.34,Medium,1.33,3.08,0.74,Fri,1,Express,Delayed
ORD008168,18,3.49,919.27,High,5.83,4.91,0.8,Wed,1,Standard,At Risk
ORD008169,17,7.87,139.53,Medium,9.21,3.01,0.97,Tue,0,Express,At Risk
ORD008170,30,3.09,1937.8,Low,0.07,2.54,0.21,Mon,0,Express,Delayed
ORD008171,24,3.29,1944.78,Medium,6.68,4.45,0.5,Thu,1,Prime,At Risk
ORD008172,11,5.07,1223.69,High,7.92,4.82,0.09,Mon,0,Express,Delayed
ORD008173,35,2.56,787.45,Medium,7.44,3.12,0.08,Tue,0,Prime,At Risk
ORD008174,23,5.74,1026.43,Low,0.2,2.89,0.1,Wed,0,Prime,Delayed
ORD008175,17,1.65,1525.79,High,1.74,3.06,0.26,Tue,0,Express,Delayed
ORD008176,1,1.31,450.27,Medium,0.94,4.07,0.7,Sun,0,Standard,At Risk
ORD008177,15,4.51,886.24,Medium,0.85,3.95,0.86,Sat,0,Standard,At Risk
ORD008178,32,4.67,1475.85,Low,7.3,4.05,0.44,Mon,0,Standard,At Risk
ORD008179,9,1.3,793.81,Low,4.25,2.52,0.56,Sat,0,Prime,At Risk
ORD008180,15,7.73,68.83,Medium,7.25,2.89,0.21,Thu,1,Standard,Delayed
ORD008181,28,4.8,1017.25,Low,3.61,3.11,0.79,Sat,1,Express,Delayed
ORD008182,24,1.63,1476.14,Low,1.17,4.24,0.89,Thu,1,Express,At Risk
ORD008183,35,2.84,1953.75,High,7.18,4.02,0.49,Fri,1,Standard,Delayed
ORD008184,22,6.5,78.91,Low,6.26,4.06,0.16,Fri,0,Standard,On-Time
